Frame#,Time,C7_X,C7_Y,C7_Z,CLAV_X,CLAV_Y,CLAV_Z,LANK_X,LANK_Y,LANK_Z,LASI_X,LASI_Y,LASI_Z,LBHD_X,LBHD_Y,LBHD_Z,LELB_X,LELB_Y,LELB_Z,LFHD_X,LFHD_Y,LFHD_Z,LFIN_X,LFIN_Y,LFIN_Z,LFRM_X,LFRM_Y,LFRM_Z,LHEE_X,LHEE_Y,LHEE_Z,LKNE_X,LKNE_Y,LKNE_Z,LPSI_X,LPSI_Y,LPSI_Z,LSHO_X,LSHO_Y,LSHO_Z,LTHI_X,LTHI_Y,LTHI_Z,LTIB_X,LTIB_Y,LTIB_Z,LTOE_X,LTOE_Y,LTOE_Z,LUPA_X,LUPA_Y,LUPA_Z,LWRA_X,LWRA_Y,LWRA_Z,LWRB_X,LWRB_Y,LWRB_Z,RANK_X,RANK_Y,RANK_Z,RBAK_X,RBAK_Y,RBAK_Z,RBHD_X,RBHD_Y,RBHD_Z,RELB_X,RELB_Y,RELB_Z,RFHD_X,RFHD_Y,RFHD_Z,RFIN_X,RFIN_Y,RFIN_Z,RFRM_X,RFRM_Y,RFRM_Z,RHEE_X,RHEE_Y,RHEE_Z,RKNE_X,RKNE_Y,RKNE_Z,RPSI_X,RPSI_Y,RPSI_Z,RSHO_X,RSHO_Y,RSHO_Z,RTHI_X,RTHI_Y,RTHI_Z,RTIB_X,RTIB_Y,RTIB_Z,RTOE_X,RTOE_Y,RTOE_Z,RUPA_X,RUPA_Y,RUPA_Z,RWRA_X,RWRA_Y,RWRA_Z,RWRB_X,RWRB_Y,RWRB_Z,STRN_X,STRN_Y,STRN_Z,T10_X,T10_Y,T10_Z
11,0.0999087,-0.205987,1.41899,-0.03393,-0.373287,1.34868,-0.0489159,0.0158118,0.104857,0.0847572,-0.309656,0.954859,0.142432,-0.291096,1.56834,0.0363251,-0.458063,1.10351,0.249618,-0.394289,1.64106,-0.00207906,-0.72443,0.921919,0.183338,-0.553807,0.978087,0.223888,0.093401,0.0794512,0.0342153,-0.17436,0.452389,0.118708,-0.16589,0.971982,0.0171172,-0.300685,1.41321,0.131872,-0.234704,0.631402,0.152489,-0.0475409,0.241042,0.118375,-0.145529,0.0624487,0.0275235,-0.385201,1.27004,0.220345,-0.63922,0.968485,0.144168,-0.627772,0.928048,0.205056,-0.625142,0.124461,-0.174944,-0.144953,1.27794,-0.134837,-0.260433,1.55835,-0.109257,-0.186911,1.07398,-0.322617,-0.365489,1.62237,-0.127007,-0.146235,0.74369,-0.418092,-0.164941,0.991961,-0.343239,-0.586982,0.0497044,-0.113494,-0.475745,0.500543,-0.167856,-0.16013,0.963735,-0.046086,-0.26086,1.39542,-0.212878,-0.358351,0.79663,-0.201709,-0.487623,0.380575,-0.201434,-0.777403,0.186877,-0.123513,-0.222903,1.16326,-0.304872,-0.19667,0.818822,-0.346068,-0.130241,0.830356,-0.375906,-0.410252,1.18824,-0.0393543,-0.152905,1.19093,-0.0056881
12,0.1099,-0.206357,1.41676,-0.0355246,-0.373912,1.34671,-0.0507523,0.0264914,0.107501,0.0860243,-0.310327,0.952662,0.141321,-0.291628,1.56637,0.0343377,-0.46045,1.10248,0.247482,-0.394626,1.63906,-0.00417888,-0.728178,0.923419,0.180977,-0.557128,0.977838,0.221491,0.104795,0.0836407,0.0353196,-0.172199,0.451163,0.118928,-0.167207,0.970122,0.015567,-0.301232,1.4113,0.130126,-0.233617,0.630136,0.152273,-0.0404472,0.242311,0.119238,-0.132985,0.0624258,0.0277188,-0.386742,1.26859,0.218358,-0.642611,0.969194,0.141686,-0.631448,0.928413,0.202557,-0.626773,0.122198,-0.174085,-0.145441,1.27525,-0.136086,-0.260633,1.55627,-0.110857,-0.185572,1.07177,-0.323493,-0.365597,1.6203,-0.129098,-0.142007,0.742104,-0.419379,-0.162998,0.990039,-0.344301,-0.588384,0.0469241,-0.113124,-0.480042,0.499903,-0.167698,-0.16136,0.961338,-0.0477335,-0.260858,1.39292,-0.214518,-0.361581,0.795438,-0.202307,-0.490722,0.37913,-0.201485,-0.777854,0.18511,-0.121005,-0.222104,1.16099,-0.306149,-0.194738,0.816502,-0.348145,-0.127551,0.828602,-0.376581,-0.411467,1.18633,-0.0411838,-0.154042,1.18814,-0.00732403
13,0.11989,-0.206876,1.41476,-0.0372626,-0.37467,1.34491,-0.0525975,0.036917,0.110528,0.0873016,-0.310913,0.950553,0.140136,-0.292136,1.56453,0.0324147,-0.462448,1.10141,0.245242,-0.394984,1.63729,-0.00629529,-0.731231,0.924201,0.178682,-0.55989,0.977404,0.21911,0.115791,0.0883007,0.0365194,-0.170673,0.449863,0.119071,-0.16858,0.968219,0.013644,-0.301826,1.40956,0.128333,-0.233049,0.628841,0.151816,-0.033844,0.243736,0.11996,-0.120333,0.0624408,0.0279104,-0.387957,1.26713,0.216345,-0.645463,0.969427,0.139304,-0.634429,0.928385,0.200062,-0.624638,0.117973,-0.172361,-0.146146,1.27268,-0.137541,-0.260792,1.55433,-0.112688,-0.184665,1.06957,-0.324417,-0.365773,1.61844,-0.131202,-0.138681,0.740218,-0.420187,-0.16176,0.987982,-0.345194,-0.584472,0.0436898,-0.111774,-0.485252,0.499962,-0.16758,-0.162854,0.958898,-0.0496036,-0.261218,1.3906,-0.216314,-0.365658,0.795458,-0.202604,-0.494771,0.377834,-0.20141,-0.77583,0.178868,-0.118351,-0.221752,1.15873,-0.307499,-0.193357,0.814343,-0.349856,-0.125504,0.826748,-0.377183,-0.412818,1.18451,-0.0428329,-0.155498,1.18569,-0.00904559
14,0.129881,-0.207549,1.41295,-0.0391201,-0.375421,1.34326,-0.0544487,0.0470663,0.113805,0.0884252,-0.311476,0.948519,0.138815,-0.292627,1.56284,0.0305497,-0.464037,1.10028,0.242945,-0.395371,1.63569,-0.00843181,-0.73357,0.924298,0.176434,-0.562005,0.976677,0.216677,0.126448,0.0934881,0.0376764,-0.169776,0.448469,0.119117,-0.170061,0.96619,0.0114186,-0.302488,1.40799,0.126478,-0.233052,0.627427,0.151189,-0.0277257,0.245302,0.120626,-0.107586,0.0624691,0.0281041,-0.388916,1.26566,0.21432,-0.647727,0.969168,0.137136,-0.636734,0.928005,0.197582,-0.619503,0.112768,-0.170167,-0.147104,1.27027,-0.139157,-0.261018,1.55255,-0.114642,-0.184255,1.06742,-0.325421,-0.365965,1.61678,-0.133306,-0.136258,0.73813,-0.420625,-0.161006,0.985964,-0.346092,-0.576071,0.0415947,-0.110003,-0.490583,0.499843,-0.167534,-0.164592,0.956624,-0.0516192,-0.261754,1.38838,-0.21821,-0.370351,0.796361,-0.202902,-0.498723,0.376278,-0.200991,-0.772316,0.169008,-0.115789,-0.22188,1.1565,-0.3089,-0.192403,0.812262,-0.351236,-0.124167,0.824788,-0.37767,-0.414216,1.18279,-0.0443696,-0.157268,1.18357,-0.0107628
15,0.139872,-0.208321,1.41125,-0.0410955,-0.376262,1.34182,-0.0562859,0.0567333,0.117406,0.0894821,-0.312164,0.946613,0.137387,-0.293162,1.56129,0.0285634,-0.465211,1.09906,0.240594,-0.395767,1.63424,-0.0106044,-0.735188,0.92375,0.174233,-0.563468,0.975693,0.214192,0.136694,0.0991847,0.0386709,-0.169568,0.446967,0.119073,-0.1717,0.96409,0.0089146,-0.303217,1.40659,0.124543,-0.233586,0.626008,0.150332,-0.0219575,0.247151,0.121205,-0.0948809,0.0624054,0.0282834,-0.38966,1.26424,0.212283,-0.649336,0.968635,0.134777,-0.638345,0.927256,0.195141,-0.61255,0.108131,-0.168341,-0.148217,1.26804,-0.140881,-0.261353,1.55094,-0.116643,-0.184394,1.06535,-0.326527,-0.366202,1.61527,-0.135444,-0.134704,0.73586,-0.420787,-0.160911,0.983932,-0.346975,-0.565502,0.0415569,-0.108136,-0.495657,0.499301,-0.167475,-0.166685,0.954493,-0.0539017,-0.262496,1.38636,-0.220227,-0.375453,0.797666,-0.203393,-0.50211,0.374317,-0.200307,-0.768497,0.157226,-0.112649,-0.222508,1.15433,-0.31036,-0.192104,0.810216,-0.352279,-0.1235,0.822761,-0.378055,-0.415617,1.18123,-0.0458374,-0.159297,1.18174,-0.0124344
16,0.149863,-0.209111,1.40959,-0.0431526,-0.377133,1.34056,-0.0581438,0.0657914,0.121474,0.0904601,-0.31304,0.944868,0.135924,-0.293645,1.55985,0.02657,-0.465989,1.09776,0.238209,-0.396171,1.63291,-0.0127818,-0.736075,0.922601,0.172089,-0.564309,0.974492,0.211733,0.146625,0.105671,0.0392613,-0.170095,0.445354,0.118945,-0.17351,0.962055,0.00620378,-0.303925,1.4053,0.122508,-0.234629,0.624542,0.149424,-0.0165627,0.249324,0.121696,-0.0821718,0.0623146,0.028407,-0.390241,1.26288,0.21024,-0.650373,0.967695,0.132429,-0.639248,0.926123,0.192757,-0.605786,0.104805,-0.166699,-0.149437,1.2659,-0.142664,-0.261765,1.54946,-0.11868,-0.18507,1.0634,-0.327732,-0.366512,1.61388,-0.137598,-0.13422,0.733429,-0.420587,-0.161297,0.982015,-0.347935,-0.555864,0.0426459,-0.106566,-0.500222,0.49861,-0.167301,-0.169048,0.952618,-0.0565104,-0.26336,1.38448,-0.222276,-0.380763,0.79884,-0.204131,-0.504499,0.37199,-0.199395,-0.765118,0.145685,-0.109257,-0.223556,1.15225,-0.311861,-0.19236,0.808181,-0.353005,-0.123523,0.820675,-0.378326,-0.417028,1.1799,-0.0472519,-0.161488,1.18006,-0.0141199
17,0.159854,-0.209806,1.40801,-0.0452977,-0.378055,1.33952,-0.0600351,0.0741866,0.126035,0.0912893,-0.314114,0.943306,0.13448,-0.294139,1.55858,0.0244871,-0.466328,1.09642,0.235827,-0.39659,1.63178,-0.014936,-0.736253,0.920857,0.169978,-0.56452,0.973011,0.20931,0.155861,0.112715,0.0397366,-0.171408,0.443657,0.11874,-0.17538,0.960246,0.0032369,-0.304515,1.40413,0.120392,-0.236171,0.623092,0.148484,-0.0116613,0.251807,0.122014,-0.0694384,0.062272,0.0285178,-0.390674,1.2616,0.208167,-0.650838,0.966318,0.130189,-0.639445,0.924605,0.190423,-0.60073,0.10265,-0.165234,-0.150804,1.2638,-0.144542,-0.262167,1.54812,-0.12083,-0.186263,1.06149,-0.328992,-0.366894,1.61268,-0.139745,-0.134785,0.730876,-0.420061,-0.162365,0.980027,-0.348785,-0.54745,0.0445506,-0.105865,-0.503939,0.497925,-0.167085,-0.171695,0.951139,-0.059608,-0.264397,1.38281,-0.224406,-0.386116,0.799517,-0.205098,-0.505889,0.369623,-0.198564,-0.76166,0.1348,-0.106096,-0.224961,1.15026,-0.313403,-0.193201,0.806177,-0.353361,-0.124241,0.818537,-0.378513,-0.418429,1.17886,-0.0486538,-0.163777,1.1784,-0.0158398
18,0.169845,-0.21041,1.40656,-0.0475788,-0.379099,1.33871,-0.0619681,0.0819851,0.131195,0.0918708,-0.315352,0.941946,0.133067,-0.294625,1.55758,0.0223616,-0.466241,1.09502,0.233471,-0.396997,1.63091,-0.0170775,-0.735774,0.918531,0.167957,-0.564127,0.971262,0.206914,0.164186,0.120501,0.0400796,-0.173565,0.441964,0.118503,-0.177396,0.958742,2.39602e-05,-0.304866,1.4031,0.118234,-0.238293,0.621739,0.14738,-0.00738477,0.254709,0.122111,-0.0566784,0.062265,0.0286312,-0.390891,1.26041,0.206047,-0.650702,0.964542,0.128051,-0.638953,0.922758,0.18815,-0.596593,0.100486,-0.164699,-0.152305,1.26171,-0.146529,-0.262574,1.54704,-0.123078,-0.187943,1.05961,-0.33026,-0.367294,1.61176,-0.141832,-0.136347,0.728163,-0.41934,-0.164051,0.97793,-0.349569,-0.539324,0.0468941,-0.106248,-0.506707,0.497271,-0.167161,-0.174542,0.950149,-0.063082,-0.265479,1.38125,-0.226569,-0.391387,0.799593,-0.206187,-0.507068,0.367988,-0.198496,-0.757931,0.123916,-0.103543,-0.226678,1.14839,-0.314945,-0.194797,0.80425,-0.353315,-0.125759,0.81631,-0.378594,-0.419874,1.1782,-0.0500787,-0.166153,1.1767,-0.0175842
19,0.179836,-0.210945,1.40532,-0.050076,-0.380291,1.33823,-0.0639125,0.0888823,0.136867,0.092279,-0.316695,0.940896,0.131631,-0.295066,1.55691,0.0201947,-0.465706,1.09358,0.231133,-0.397376,1.63034,-0.0192393,-0.734569,0.91571,0.166033,-0.563101,0.969364,0.204586,0.171571,0.129404,0.0402043,-0.176703,0.44031,0.118325,-0.179658,0.957535,-0.00334012,-0.304958,1.40226,0.116117,-0.241003,0.620564,0.146126,-0.00399657,0.258104,0.122087,-0.0436302,0.0620528,0.0287127,-0.390812,1.25931,0.203896,-0.649875,0.96232,0.126172,-0.637751,0.920595,0.185995,-0.59189,0.0981357,-0.165183,-0.153971,1.25973,-0.148654,-0.263164,1.54626,-0.125255,-0.190045,1.0578,-0.331484,-0.36769,1.61116,-0.143812,-0.138889,0.725472,-0.418255,-0.166273,0.975901,-0.350241,-0.530727,0.0494609,-0.107236,-0.509096,0.497023,-0.167932,-0.177158,0.949615,-0.0665719,-0.266611,1.37987,-0.2288,-0.396421,0.79917,-0.207107,-0.508995,0.367543,-0.199367,-0.75377,0.112728,-0.102068,-0.22871,1.14669,-0.31647,-0.197022,0.802379,-0.352937,-0.12802,0.814108,-0.378529,-0.421601,1.17791,-0.051577,-0.168614,1.175,-0.019418
20,0.189826,-0.211518,1.40438,-0.0527313,-0.381498,1.33811,-0.0658177,0.0945748,0.142951,0.0924902,-0.318108,0.940211,0.130075,-0.295448,1.55654,0.017924,-0.464675,1.0921,0.228835,-0.397713,1.6301,-0.0213502,-0.7326,0.912431,0.164208,-0.561414,0.967345,0.202329,0.177469,0.13919,0.0398642,-0.181106,0.438674,0.118348,-0.182188,0.956585,-0.00666108,-0.30489,1.40169,0.114081,-0.244349,0.6196,0.144673,-0.00186982,0.261899,0.122119,-0.0303676,0.0616023,0.0289166,-0.390534,1.25835,0.201876,-0.6484,0.959775,0.124352,-0.635806,0.918148,0.183956,-0.585728,0.0960808,-0.16612,-0.155757,1.25807,-0.150944,-0.263793,1.54582,-0.127477,-0.192516,1.05609,-0.332636,-0.368215,1.61082,-0.145936,-0.142378,0.722867,-0.416823,-0.16898,0.973971,-0.350842,-0.521607,0.0518344,-0.108078,-0.512353,0.49773,-0.16912,-0.180404,0.949297,-0.069933,-0.267948,1.37881,-0.231149,-0.401054,0.798518,-0.207755,-0.512031,0.367976,-0.20081,-0.748381,0.10225,-0.10193,-0.23107,1.14515,-0.317939,-0.199731,0.800675,-0.352182,-0.130976,0.811936,-0.378299,-0.423422,1.17806,-0.0531077,-0.171157,1.17346,-0.0214304
21,0.199817,-0.212201,1.40382,-0.0553984,-0.382602,1.33829,-0.0676263,0.09885,0.1494,0.0925406,-0.319536,0.939845,0.128339,-0.295777,1.55644,0.0156187,-0.463132,1.09066,0.226551,-0.397998,1.63013,-0.0234121,-0.729791,0.908699,0.162589,-0.559037,0.965187,0.200143,0.181546,0.149853,0.038983,-0.186983,0.436921,0.118813,-0.184864,0.955965,-0.00975848,-0.304748,1.40141,0.112119,-0.248397,0.618801,0.143096,-0.00107356,0.266047,0.122047,-0.0171969,0.0610458,0.0291607,-0.389977,1.25756,0.199919,-0.646282,0.956947,0.12254,-0.633057,0.915462,0.182052,-0.577965,0.0945313,-0.167076,-0.157506,1.25688,-0.153456,-0.264404,1.54565,-0.129742,-0.195391,1.05453,-0.333641,-0.36886,1.61073,-0.148186,-0.14674,0.720363,-0.415366,-0.172177,0.972134,-0.351233,-0.511893,0.0537737,-0.10876,-0.517343,0.499251,-0.170198,-0.183965,0.949356,-0.0731746,-0.269503,1.3781,-0.233532,-0.405168,0.798008,-0.208315,-0.515815,0.368754,-0.202445,-0.741399,0.0932832,-0.102992,-0.233766,1.14383,-0.319337,-0.203158,0.799086,-0.351134,-0.134714,0.809845,-0.37791,-0.425292,1.17866,-0.0546264,-0.173744,1.17222,-0.0236195
22,0.209808,-0.212969,1.40366,-0.0579956,-0.383552,1.33877,-0.0693121,0.101489,0.156159,0.0925233,-0.321022,0.939708,0.126461,-0.295969,1.55659,0.0134889,-0.46108,1.08933,0.224276,-0.398235,1.63042,-0.0254335,-0.726189,0.904585,0.161153,-0.555928,0.962942,0.198032,0.183512,0.161614,0.0377323,-0.194424,0.434927,0.120106,-0.187468,0.955715,-0.0125765,-0.304596,1.40145,0.110203,-0.253448,0.617948,0.141997,-0.00173572,0.270509,0.121864,-0.00481622,0.0606052,0.029424,-0.389099,1.25697,0.198002,-0.64343,0.953816,0.120863,-0.629629,0.912583,0.180428,-0.569108,0.0935111,-0.167906,-0.159331,1.2562,-0.156211,-0.264997,1.54565,-0.132002,-0.198699,1.05314,-0.334437,-0.36942,1.61088,-0.150331,-0.152084,0.718009,-0.413543,-0.176,0.97039,-0.351271,-0.5015,0.0551979,-0.109376,-0.523383,0.500802,-0.171305,-0.187153,0.94974,-0.0761491,-0.271134,1.3777,-0.23585,-0.408607,0.797993,-0.209172,-0.519625,0.369619,-0.204023,-0.733099,0.0858904,-0.104479,-0.236829,1.14274,-0.320657,-0.207287,0.79767,-0.349809,-0.139252,0.80788,-0.377345,-0.427221,1.17961,-0.0561634,-0.176292,1.17145,-0.0260598
23,0.219799,-0.213758,1.40385,-0.0604559,-0.38434,1.33947,-0.0708484,0.102308,0.163325,0.0925116,-0.322501,0.939716,0.124406,-0.296148,1.557,0.0113963,-0.458552,1.08813,0.22203,-0.398429,1.63095,-0.0274038,-0.7218,0.900119,0.159868,-0.552129,0.960676,0.196073,0.183124,0.174625,0.0363849,-0.202981,0.432806,0.122531,-0.189885,0.955817,-0.0150967,-0.304421,1.40178,0.108347,-0.259566,0.616965,0.141633,-0.0037313,0.275311,0.122078,0.00611001,0.0603666,0.0297187,-0.387922,1.25656,0.196181,-0.639851,0.950406,0.119367,-0.625384,0.909516,0.178972,-0.559533,0.092956,-0.168276,-0.161179,1.25602,-0.159216,-0.265604,1.54584,-0.134252,-0.202463,1.05192,-0.335037,-0.369935,1.61126,-0.152361,-0.158214,0.715858,-0.411504,-0.180218,0.968983,-0.351551,-0.490398,0.0562928,-0.109733,-0.529072,0.502009,-0.172777,-0.189605,0.950286,-0.0787951,-0.272978,1.37771,-0.238101,-0.411246,0.798686,-0.210629,-0.522764,0.370492,-0.205462,-0.72374,0.0796606,-0.105221,-0.240266,1.14189,-0.321907,-0.212294,0.7965,-0.348423,-0.144562,0.806069,-0.376644,-0.429364,1.18074,-0.0577676,-0.178755,1.17123,-0.0288013
24,0.22979,-0.214499,1.4043,-0.0627572,-0.384982,1.34031,-0.0722297,0.1015,0.171049,0.0925179,-0.32387,0.939814,0.122208,-0.296301,1.55759,0.00931345,-0.455609,1.08707,0.219815,-0.398553,1.63166,-0.0293224,-0.716608,0.895343,0.158763,-0.547669,0.958377,0.194243,0.180374,0.188827,0.0352555,-0.212238,0.430701,0.125549,-0.192023,0.956107,-0.0172774,-0.304169,1.40234,0.106575,-0.266362,0.616002,0.14154,-0.007308,0.280157,0.12259,0.0152847,0.0606386,0.0299344,-0.386522,1.25633,0.194489,-0.635543,0.946747,0.118027,-0.62031,0.906266,0.177653,-0.5494,0.0926058,-0.168291,-0.162985,1.25625,-0.162417,-0.2662,1.5462,-0.136436,-0.206658,1.05088,-0.335511,-0.370446,1.61179,-0.154281,-0.165151,0.71387,-0.409381,-0.18496,0.967797,-0.351763,-0.47862,0.0572367,-0.109758,-0.533447,0.503065,-0.174555,-0.191396,0.950787,-0.0810827,-0.274867,1.37803,-0.240214,-0.413058,0.800055,-0.212676,-0.524679,0.371198,-0.206796,-0.713451,0.0743776,-0.104881,-0.244089,1.14128,-0.323089,-0.217678,0.79567,-0.346752,-0.150592,0.804438,-0.375815,-0.431383,1.18199,-0.0593674,-0.181172,1.17156,-0.0319035
25,0.239781,-0.215111,1.40492,-0.0649588,-0.385524,1.3412,-0.0734502,0.0995745,0.179451,0.0925947,-0.325087,0.939911,0.119948,-0.296397,1.55831,0.00736955,-0.452261,1.08616,0.217644,-0.398649,1.63249,-0.0311267,-0.710627,0.890267,0.157869,-0.542538,0.956021,0.192503,0.175702,0.203936,0.0343534,-0.222189,0.428672,0.128383,-0.194004,0.956397,-0.0192675,-0.303823,1.40309,0.1049,-0.273529,0.615023,0.141428,-0.0122264,0.284975,0.12315,0.0224972,0.0619727,0.0299938,-0.384921,1.25631,0.192946,-0.630524,0.942839,0.116849,-0.614494,0.902827,0.176502,-0.538627,0.092466,-0.168011,-0.164606,1.25683,-0.16569,-0.266768,1.54669,-0.138465,-0.211252,1.05015,-0.336073,-0.370952,1.61238,-0.156133,-0.172947,0.712059,-0.407114,-0.190304,0.966752,-0.351761,-0.466782,0.057637,-0.109895,-0.536075,0.503894,-0.176569,-0.192565,0.95119,-0.0829445,-0.276711,1.3786,-0.242184,-0.414512,0.801917,-0.215232,-0.525036,0.371506,-0.208089,-0.702317,0.0702962,-0.104178,-0.248168,1.14091,-0.324074,-0.223254,0.795078,-0.344437,-0.157366,0.802976,-0.374901,-0.433158,1.18329,-0.0609183,-0.183243,1.17226,-0.0354005
26,0.249772,-0.215537,1.40569,-0.0670288,-0.385941,1.34213,-0.0745052,0.0966081,0.188601,0.0926045,-0.326005,0.939933,0.117638,-0.296438,1.5592,0.00561304,-0.448532,1.08537,0.215535,-0.398736,1.63345,-0.032819,-0.703857,0.884918,0.157169,-0.536768,0.953637,0.190916,0.169275,0.219777,0.0335223,-0.232964,0.426757,0.130766,-0.195874,0.95656,-0.0212873,-0.303303,1.40397,0.103321,-0.280833,0.614023,0.141207,-0.0181876,0.290121,0.123346,0.0278529,0.0646019,0.03002,-0.383048,1.25644,0.191509,-0.624818,0.938612,0.115919,-0.607941,0.899213,0.175499,-0.527075,0.0925592,-0.167512,-0.166087,1.25769,-0.16893,-0.267273,1.54727,-0.140317,-0.216297,1.04959,-0.336529,-0.371408,1.61306,-0.157895,-0.181545,0.710414,-0.404705,-0.19622,0.96582,-0.351602,-0.454804,0.0575335,-0.110192,-0.536751,0.503953,-0.178747,-0.193918,0.95139,-0.0844971,-0.278531,1.37943,-0.244011,-0.415979,0.80395,-0.217941,-0.523732,0.371254,-0.209312,-0.690346,0.0679469,-0.103891,-0.252487,1.14071,-0.324904,-0.230636,0.79441,-0.342072,-0.164813,0.80169,-0.373951,-0.434671,1.1846,-0.0624132,-0.184109,1.17329,-0.039252
27,0.259763,-0.215723,1.40662,-0.0690169,-0.386228,1.34315,-0.0753764,0.0920323,0.198471,0.0922966,-0.326576,0.939875,0.115398,-0.29644,1.56037,0.00399359,-0.444433,1.08462,0.213503,-0.398811,1.63461,-0.0343831,-0.69636,0.879317,0.156674,-0.530386,0.951199,0.189464,0.160878,0.235991,0.0326919,-0.244318,0.425012,0.132708,-0.197082,0.956629,-0.0230005,-0.302479,1.40496,0.10185,-0.288163,0.613085,0.140995,-0.0249865,0.295811,0.123227,0.0313165,0.0680059,0.0297624,-0.380865,1.25667,0.190166,-0.618464,0.934158,0.115158,-0.600663,0.895444,0.174679,-0.514948,0.0927794,-0.167022,-0.167421,1.25881,-0.172053,-0.267688,1.54802,-0.142017,-0.221777,1.04917,-0.336899,-0.371822,1.6139,-0.159511,-0.190903,0.708997,-0.402299,-0.202643,0.96502,-0.351425,-0.441935,0.057935,-0.109918,-0.53543,0.502978,-0.180952,-0.195171,0.951429,-0.0859848,-0.280341,1.38048,-0.245699,-0.41754,0.805768,-0.220522,-0.520698,0.370372,-0.210393,-0.677713,0.0669159,-0.103891,-0.25709,1.1407,-0.32562,-0.238511,0.793933,-0.339636,-0.172919,0.80054,-0.372938,-0.435918,1.18595,-0.0638088,-0.183431,1.17466,-0.0432874
28,0.269753,-0.21566,1.40771,-0.0709843,-0.386366,1.34437,-0.0760468,0.0856396,0.208887,0.0915761,-0.326754,0.939863,0.113295,-0.296361,1.56183,0.0025007,-0.439926,1.08387,0.211523,-0.398853,1.63596,-0.0357901,-0.688164,0.873481,0.156388,-0.523444,0.94874,0.188091,0.150355,0.252172,0.031539,-0.25594,0.423652,0.134132,-0.197512,0.956562,-0.0245142,-0.301302,1.40604,0.100513,-0.295407,0.612389,0.140888,-0.0328552,0.301869,0.122879,0.0324565,0.0710106,0.0293166,-0.378359,1.25696,0.188955,-0.611502,0.929607,0.114501,-0.592747,0.891602,0.174079,-0.502703,0.0928947,-0.166637,-0.168622,1.26017,-0.175022,-0.268024,1.54909,-0.143534,-0.227585,1.04893,-0.337226,-0.372156,1.61493,-0.160894,-0.20104,0.707807,-0.39993,-0.209563,0.964397,-0.351241,-0.429094,0.0583736,-0.109689,-0.532197,0.50136,-0.183088,-0.195447,0.951423,-0.0876221,-0.282108,1.38175,-0.247287,-0.418995,0.807066,-0.222905,-0.51585,0.369063,-0.21136,-0.665351,0.0660638,-0.103723,-0.261942,1.1409,-0.326207,-0.246676,0.793735,-0.337015,-0.181811,0.799492,-0.371715,-0.436881,1.18744,-0.0650201,-0.183377,1.17596,-0.0473535
29,0.279744,-0.215393,1.40905,-0.0729846,-0.386327,1.34586,-0.0765462,0.0780696,0.219391,0.0903873,-0.326476,0.940039,0.111376,-0.296196,1.56359,0.00114279,-0.434995,1.08314,0.209592,-0.398867,1.63754,-0.0369946,-0.679255,0.867457,0.156336,-0.51594,0.946311,0.186799,0.13771,0.267597,0.0300453,-0.267826,0.423006,0.134941,-0.19726,0.956319,-0.0260556,-0.299809,1.40724,0.0993283,-0.302498,0.612246,0.140991,-0.0419411,0.307913,0.122444,0.0311651,0.072076,0.029247,-0.375478,1.25729,0.187881,-0.603966,0.924968,0.114022,-0.584204,0.887717,0.173717,-0.490399,0.0929434,-0.166364,-0.169589,1.26179,-0.177827,-0.268313,1.5505,-0.144889,-0.233799,1.04884,-0.337484,-0.37242,1.61624,-0.162027,-0.212046,0.706778,-0.397409,-0.216907,0.96398,-0.351026,-0.416449,0.0583465,-0.109617,-0.527505,0.499667,-0.184905,-0.195523,0.951409,-0.0893194,-0.283774,1.38324,-0.248824,-0.420049,0.807879,-0.225174,-0.509141,0.367708,-0.212153,-0.653188,0.0652392,-0.103568,-0.267055,1.14134,-0.326668,-0.25559,0.793829,-0.334297,-0.191446,0.798598,-0.37039,-0.437497,1.18911,-0.0659582,-0.184082,1.17721,-0.0511497
30,0.289735,-0.215026,1.41076,-0.0750417,-0.3861,1.34763,-0.0768944,0.0696527,0.229244,0.0888693,-0.3257,0.940571,0.109663,-0.29595,1.56561,-5.83624e-05,-0.429601,1.08243,0.207701,-0.398847,1.63933,-0.0380141,-0.66963,0.861311,0.156534,-0.507799,0.943969,0.185508,0.122731,0.281444,0.0283538,-0.280208,0.423295,0.135224,-0.19636,0.95603,-0.0275866,-0.298092,1.40862,0.0982609,-0.309428,0.612937,0.141288,-0.0522353,0.313753,0.12184,0.0293029,0.070845,0.0298414,-0.372214,1.25768,0.186919,-0.595898,0.920349,0.113763,-0.575021,0.883848,0.173598,-0.477831,0.0930006,-0.166161,-0.170391,1.26371,-0.180528,-0.268576,1.5523,-0.146081,-0.240331,1.049,-0.337694,-0.372781,1.61785,-0.163076,-0.224017,0.705928,-0.394168,-0.224716,0.963779,-0.350731,-0.403658,0.0582664,-0.109629,-0.522052,0.498359,-0.18593,-0.195515,0.951692,-0.0910041,-0.28536,1.38499,-0.250308,-0.420448,0.808472,-0.227399,-0.500812,0.36663,-0.212707,-0.640537,0.0645754,-0.103476,-0.272424,1.14207,-0.327002,-0.26545,0.794241,-0.331503,-0.201716,0.797948,-0.369036,-0.43777,1.19095,-0.0665636,-0.184151,1.17877,-0.0544032
